,cluster
2018-03-12 05:40:00,3
2018-03-12 06:35:00,3
2018-03-12 10:55:00,3
2018-03-12 11:10:00,3
2018-03-12 11:15:00,3
2018-03-12 13:05:00,3
2018-03-12 14:35:00,3
2018-03-12 14:40:00,3
2018-03-12 14:45:00,2
2018-03-12 15:55:00,3
2018-03-12 17:05:00,3
2018-03-12 17:30:00,3
2018-03-12 17:35:00,3
2018-03-12 22:25:00,3
2018-03-12 22:45:00,3
2018-03-13 02:30:00,1
2018-03-13 02:45:00,0
2018-03-13 02:50:00,0
2018-03-13 02:55:00,0
2018-03-13 03:00:00,0
2018-03-13 03:05:00,0
2018-03-13 03:10:00,0
2018-03-13 03:20:00,2
2018-03-13 03:25:00,0
2018-03-13 03:30:00,0
2018-03-13 03:45:00,0
2018-03-13 04:10:00,2
2018-03-13 07:25:00,3
2018-03-13 16:35:00,3
2018-03-13 17:00:00,3
2018-03-13 17:45:00,3
2018-03-13 21:30:00,3
2018-03-13 21:35:00,3
2018-03-13 21:40:00,3
2018-03-13 22:55:00,3
2018-03-13 23:15:00,2
2018-03-13 23:35:00,2
2018-03-13 23:45:00,2
2018-03-14 00:15:00,2
2018-03-14 00:25:00,2
2018-03-14 00:35:00,2
2018-03-14 00:55:00,3
2018-03-14 01:20:00,3
2018-03-14 11:25:00,3
2018-03-14 11:40:00,3
2018-03-14 12:00:00,3
2018-03-14 12:55:00,3
2018-03-14 15:10:00,3
2018-03-15 10:05:00,3
2018-03-15 16:45:00,3
2018-03-15 17:55:00,3
2018-03-15 19:15:00,3
2018-03-15 23:00:00,3
2018-03-16 00:30:00,3
2018-03-16 01:45:00,3
2018-03-16 02:05:00,3
2018-03-16 03:30:00,3
2018-03-16 05:25:00,3
2018-03-16 05:40:00,3
2018-03-16 05:55:00,3
2018-03-16 06:00:00,3
2018-03-16 06:05:00,2
2018-03-16 06:10:00,3
2018-03-16 07:45:00,3
2018-03-16 08:45:00,3
2018-03-16 09:40:00,3
2018-03-16 11:50:00,2
2018-03-16 14:30:00,3
2018-03-16 15:10:00,3
2018-03-16 15:55:00,3
2018-03-16 17:30:00,3
2018-03-16 18:05:00,3
2018-03-16 18:20:00,3
2018-03-16 19:50:00,3
2018-03-16 20:20:00,3
2018-03-16 21:05:00,3
2018-03-16 21:25:00,3
2018-03-17 07:15:00,3
2018-03-17 07:45:00,3
2018-03-17 08:50:00,2
2018-03-17 09:45:00,3
2018-03-17 11:20:00,3
2018-03-17 11:45:00,3
2018-03-17 12:05:00,3
2018-03-17 12:10:00,3
2018-03-17 12:30:00,2
2018-03-17 12:40:00,3
2018-03-17 13:25:00,3
2018-03-17 14:20:00,3
2018-03-17 15:30:00,2
2018-03-17 15:50:00,3
2018-03-17 16:00:00,3
2018-03-17 16:30:00,3
2018-03-17 16:50:00,3
2018-03-17 23:15:00,3
2018-03-17 23:25:00,3
2018-03-18 00:00:00,3
2018-03-18 00:45:00,3
2018-03-18 01:00:00,3
2018-03-18 03:05:00,3
2018-03-18 03:20:00,3
2018-03-18 03:30:00,3
2018-03-18 04:10:00,3
2018-03-18 07:20:00,3
2018-03-18 12:15:00,3
2018-03-18 18:25:00,3
2018-03-18 23:50:00,2
2018-03-18 23:55:00,3
2018-03-19 00:05:00,3
2018-03-19 00:25:00,3
2018-03-19 00:35:00,3
2018-03-19 02:20:00,3
2018-03-19 02:45:00,3
2018-03-19 04:30:00,2
2018-03-19 04:45:00,2
2018-03-19 04:55:00,2
2018-03-19 05:25:00,3
2018-03-19 05:35:00,3
2018-03-19 06:55:00,3
2018-03-19 07:10:00,3
2018-03-19 07:50:00,3
2018-03-19 10:35:00,3
2018-03-19 10:50:00,3
2018-03-19 10:55:00,3
2018-03-19 11:00:00,3
2018-03-19 11:10:00,2
2018-03-19 11:15:00,3
2018-03-19 11:20:00,2
2018-03-19 11:25:00,3
2018-03-19 11:30:00,2
2018-03-19 11:45:00,3
2018-03-19 11:50:00,2
2018-03-19 11:55:00,2
2018-03-19 12:05:00,2
2018-03-19 12:10:00,2
2018-03-19 12:20:00,3
2018-03-19 12:25:00,3
2018-03-19 12:30:00,3
2018-03-19 12:35:00,3
2018-03-19 12:40:00,3
2018-03-19 12:45:00,3
2018-03-19 13:00:00,3
2018-03-19 13:05:00,3
2018-03-19 13:10:00,3
2018-03-19 13:20:00,3
2018-03-19 13:25:00,3
2018-03-19 13:35:00,3
2018-03-19 14:40:00,3
2018-03-20 00:15:00,0
2018-03-20 00:20:00,0
2018-03-20 00:25:00,0
2018-03-20 00:30:00,0
2018-03-20 00:35:00,0
2018-03-20 00:40:00,0
2018-03-20 00:45:00,0
2018-03-20 00:50:00,0
2018-03-20 00:55:00,0
2018-03-20 01:00:00,0
2018-03-20 01:05:00,2
2018-03-20 01:10:00,0
2018-03-20 19:45:00,2
2018-03-26 09:45:00,0
2018-03-26 09:50:00,0
2018-03-30 11:40:00,3
2018-03-30 12:25:00,3
2018-03-30 12:45:00,3
2018-03-30 18:20:00,3
2018-04-04 03:30:00,1
2018-04-04 03:35:00,1
2018-04-04 03:40:00,1
2018-04-04 03:45:00,0
2018-04-04 03:50:00,0
2018-04-04 04:00:00,0
2018-04-04 04:05:00,0
2018-04-04 05:35:00,2
2018-04-08 12:00:00,2
2018-04-08 12:05:00,1
2018-04-08 12:10:00,1
2018-04-08 12:15:00,2
2018-04-08 12:20:00,2
2018-04-10 20:20:00,3
2018-04-13 03:15:00,2
2018-04-13 03:35:00,2
2018-04-13 04:25:00,2
2018-04-13 04:30:00,2
2018-04-13 04:35:00,2
2018-04-13 04:45:00,2
2018-04-13 04:55:00,2
2018-04-13 05:40:00,2
2018-04-13 09:00:00,2
2018-04-14 09:20:00,2
2018-04-14 12:00:00,1
2018-04-14 12:05:00,1
2018-04-14 12:10:00,0
2018-04-14 12:15:00,0
2018-04-14 12:20:00,0
2018-04-14 12:25:00,0
2018-04-14 12:30:00,0
2018-04-14 12:35:00,2
2018-04-14 12:40:00,2
2018-04-16 04:00:00,3
2018-04-16 04:05:00,3
2018-04-16 14:25:00,3
2018-04-16 14:30:00,3
2018-04-16 17:15:00,3
2018-04-17 03:05:00,3
2018-04-17 03:10:00,3
2018-04-17 03:15:00,3
2018-04-17 03:20:00,3
2018-04-17 03:25:00,3
2018-04-17 03:30:00,3
2018-04-17 03:40:00,3
2018-04-17 04:00:00,3
2018-04-17 20:30:00,2
2018-04-17 20:45:00,2
2018-04-17 21:05:00,2
2018-04-17 21:10:00,2
2018-04-17 21:30:00,2
2018-04-17 21:35:00,2
2018-04-18 00:00:00,3
2018-04-19 16:25:00,2
2018-04-21 01:15:00,3
2018-04-21 07:50:00,3
2018-04-21 07:55:00,3
2018-04-21 08:00:00,3
2018-04-21 08:05:00,3
2018-04-21 08:15:00,3
2018-04-21 09:25:00,3
2018-04-21 15:30:00,3
2018-04-22 00:00:00,3
2018-04-22 06:45:00,3
2018-04-22 08:20:00,3
2018-04-22 20:45:00,3
2018-04-24 01:45:00,3
2018-04-24 04:15:00,3
2018-04-24 04:20:00,3
2018-04-24 04:40:00,3
2018-04-24 04:45:00,3
2018-04-24 13:05:00,2
2018-04-24 13:20:00,2
2018-04-24 19:20:00,3
2018-04-24 19:25:00,3
2018-04-24 19:30:00,3
2018-04-24 19:35:00,3
2018-04-24 19:40:00,3
2018-04-24 19:45:00,3
2018-04-24 19:50:00,3
2018-04-25 17:15:00,3
2018-04-25 17:45:00,3
2018-04-25 17:50:00,3
2018-04-25 18:10:00,3
2018-04-27 01:20:00,3
2018-04-27 01:25:00,3
2018-04-27 02:10:00,3
2018-04-27 03:50:00,3
2018-04-27 03:55:00,3
2018-04-27 04:05:00,3
2018-04-27 04:10:00,3
2018-04-27 04:15:00,3
2018-04-27 04:25:00,3
2018-04-27 05:40:00,3
2018-04-27 05:45:00,3
2018-04-27 05:50:00,3
2018-04-27 07:30:00,3
2018-04-27 11:40:00,3
2018-04-27 11:45:00,3
2018-04-27 11:55:00,3
2018-04-27 14:25:00,3
2018-04-27 14:30:00,3
2018-04-27 14:50:00,3
2018-04-27 14:55:00,3
2018-04-27 15:30:00,3
2018-04-27 16:25:00,3
2018-04-27 17:25:00,3
2018-04-27 18:25:00,3
2018-04-27 23:15:00,3
2018-04-28 01:00:00,2
2018-04-28 01:25:00,2
2018-04-28 01:30:00,3
2018-04-28 07:35:00,3
2018-04-28 08:50:00,3
2018-04-28 11:45:00,2
2018-04-28 12:05:00,0
2018-04-28 12:10:00,0
2018-04-28 12:15:00,0
2018-04-28 12:20:00,0
2018-04-28 12:25:00,0
2018-04-28 12:30:00,0
2018-04-28 12:35:00,0
2018-04-28 12:50:00,2
2018-04-28 12:55:00,1
2018-04-28 13:00:00,1
2018-04-28 13:05:00,1
2018-04-28 13:10:00,1
2018-04-28 13:15:00,0
2018-04-28 13:20:00,0
2018-04-28 13:25:00,0
2018-04-28 13:30:00,0
2018-04-28 13:35:00,0
2018-04-28 13:40:00,0
2018-04-28 13:45:00,0
2018-04-28 13:50:00,0
2018-04-28 13:55:00,0
2018-04-28 14:00:00,0
2018-04-28 14:05:00,0
2018-04-28 14:10:00,2
2018-04-28 14:15:00,1
2018-04-28 14:20:00,1
2018-04-28 14:25:00,0
2018-04-28 14:30:00,0
2018-04-28 14:35:00,0
2018-04-28 14:50:00,2
2018-04-28 14:55:00,2
2018-04-28 16:50:00,2
2018-04-28 16:55:00,2
2018-04-28 17:15:00,2
2018-04-28 19:10:00,2
2018-04-28 19:15:00,2
2018-04-29 01:45:00,3
2018-04-29 01:50:00,1
2018-05-01 14:45:00,1
2018-05-01 14:50:00,1
2018-05-01 14:55:00,1
2018-05-01 15:00:00,1
2018-05-01 15:05:00,1
2018-05-01 15:10:00,1
2018-05-01 15:45:00,2
2018-05-01 16:20:00,2
2018-05-01 16:25:00,2
2018-05-01 16:30:00,2
2018-05-02 17:45:00,2
2018-05-02 19:00:00,1
2018-05-02 19:05:00,1
2018-05-02 19:10:00,2
2018-05-02 20:25:00,3
2018-05-02 20:35:00,2
2018-05-04 14:20:00,1
2018-05-04 14:25:00,1
2018-05-04 14:40:00,1
2018-05-05 10:45:00,3
2018-05-05 11:30:00,3
2018-05-05 11:35:00,3
2018-05-06 16:45:00,2
2018-05-06 16:55:00,2
2018-05-06 17:05:00,2
2018-05-06 17:10:00,2
2018-05-06 17:15:00,2
2018-05-06 17:20:00,2
2018-05-06 17:30:00,2
2018-05-07 05:45:00,2
2018-05-07 05:50:00,1
2018-05-07 06:15:00,2
2018-05-07 06:20:00,2
2018-05-07 06:25:00,2
2018-05-07 06:35:00,2
2018-05-07 19:35:00,1
2018-05-07 19:40:00,2
2018-05-07 19:45:00,2
2018-05-07 19:50:00,2
2018-05-07 19:55:00,2
2018-05-07 20:00:00,2
2018-05-07 20:05:00,2
2018-05-07 20:20:00,2
2018-05-07 20:25:00,2
2018-05-07 20:30:00,2
2018-05-07 20:40:00,1
2018-05-07 20:45:00,1
2018-05-07 20:50:00,2
2018-05-07 20:55:00,2
2018-05-07 21:00:00,1
2018-05-07 21:05:00,2
2018-05-07 21:15:00,2
2018-05-08 03:40:00,1
2018-05-08 03:45:00,1
2018-05-08 03:50:00,0
2018-05-08 03:55:00,0
2018-05-08 04:00:00,0
2018-05-08 04:05:00,0
2018-05-08 04:10:00,0
2018-05-08 04:15:00,0
2018-05-08 04:20:00,0
2018-05-08 04:25:00,1
2018-05-08 04:30:00,1
2018-05-08 04:35:00,1
2018-05-08 04:40:00,0
2018-05-08 04:45:00,0
2018-05-08 04:50:00,0
2018-05-08 05:05:00,2
2018-05-08 10:55:00,2
2018-05-08 11:15:00,2
2018-05-08 11:20:00,2
2018-05-08 11:30:00,2
2018-05-08 11:35:00,2
2018-05-08 11:40:00,2
2018-05-08 11:45:00,2
2018-05-08 11:50:00,2
2018-05-08 12:00:00,2
2018-05-08 12:05:00,2
2018-05-08 12:10:00,2
2018-05-08 12:15:00,2
2018-05-08 12:20:00,2
2018-05-08 12:25:00,2
2018-05-08 18:55:00,1
2018-05-08 19:35:00,1
2018-05-08 19:40:00,2
2018-05-09 13:55:00,1
2018-05-09 14:00:00,2
2018-05-09 14:05:00,0
2018-05-09 14:10:00,0
2018-05-09 14:15:00,1
2018-05-09 14:55:00,2
2018-05-09 15:00:00,2
2018-05-10 11:10:00,1
2018-05-10 11:50:00,1
2018-05-10 11:55:00,2
2018-05-10 12:00:00,2
2018-05-10 12:15:00,2
2018-05-11 15:05:00,2
2018-05-11 16:00:00,3
2018-05-11 16:40:00,2
2018-05-11 16:45:00,3
2018-05-12 10:25:00,2
2018-05-12 10:30:00,2
2018-05-12 14:50:00,2
2018-05-16 10:55:00,2
2018-05-16 17:05:00,1
2018-05-16 17:10:00,1
2018-05-16 17:15:00,1
2018-05-16 17:20:00,1
2018-05-16 17:25:00,1
2018-05-16 17:30:00,1
2018-05-16 17:35:00,1
2018-05-16 17:40:00,2
2018-05-16 17:45:00,2
2018-05-16 17:55:00,2
2018-05-16 18:00:00,2
2018-05-16 18:05:00,1
2018-05-16 18:10:00,1
2018-05-16 18:15:00,2
2018-05-16 18:20:00,2
2018-05-16 18:25:00,2
2018-05-16 19:55:00,3
2018-05-16 20:40:00,2
2018-05-16 20:45:00,1
2018-05-16 21:40:00,1
2018-05-16 21:45:00,1
2018-05-16 21:50:00,1
2018-05-16 21:55:00,1
2018-05-16 22:00:00,1
2018-05-16 22:05:00,2
2018-05-16 22:10:00,2
2018-05-16 22:15:00,2
2018-05-16 22:20:00,2
2018-05-16 22:25:00,2
2018-05-16 22:30:00,2
2018-05-16 22:35:00,2
2018-05-16 22:50:00,2
2018-05-17 02:55:00,2
2018-05-17 03:10:00,2
2018-05-17 03:45:00,2
2018-05-17 04:35:00,2
2018-05-17 05:20:00,2
2018-05-17 05:35:00,2
2018-05-17 06:05:00,2
2018-05-17 06:20:00,2
2018-05-17 06:45:00,2
2018-05-17 06:55:00,2
2018-05-17 07:00:00,2
2018-05-17 07:05:00,2
2018-05-17 07:25:00,2
2018-05-17 08:30:00,3
2018-05-17 08:40:00,3
2018-05-17 08:50:00,3
2018-05-17 10:15:00,3
2018-05-17 10:30:00,3
2018-05-17 10:35:00,2
2018-05-17 10:45:00,3
2018-05-17 10:55:00,3
2018-05-17 11:00:00,3
2018-05-17 11:15:00,3
2018-05-17 11:20:00,3
2018-05-17 11:25:00,3
2018-05-17 11:30:00,3
2018-05-17 11:40:00,3
2018-05-17 11:50:00,3
2018-05-17 12:10:00,3
2018-05-17 12:25:00,3
2018-05-17 12:40:00,3
2018-05-17 12:55:00,3
2018-05-17 13:55:00,3
2018-05-17 14:00:00,3
2018-05-17 15:10:00,3
2018-05-17 15:30:00,3
2018-05-17 15:40:00,2
2018-05-17 16:00:00,3
2018-05-17 16:10:00,3
2018-05-17 16:15:00,3
2018-05-17 16:40:00,3
2018-05-17 17:15:00,3
2018-05-17 17:20:00,3
2018-05-17 17:30:00,3
2018-05-17 18:40:00,2
2018-05-17 18:50:00,3
2018-05-17 19:00:00,2
2018-05-17 19:30:00,2
2018-05-17 19:35:00,2
2018-05-17 19:40:00,2
2018-05-17 20:10:00,2
2018-05-17 20:25:00,2
2018-05-17 22:55:00,3
2018-05-17 23:00:00,3
2018-05-18 06:20:00,3
2018-05-18 06:55:00,3
2018-05-18 07:00:00,3
2018-05-18 07:10:00,3
2018-05-18 07:15:00,3
2018-05-18 07:20:00,2
2018-05-18 07:30:00,3
2018-05-18 07:35:00,3
2018-05-18 07:50:00,3
2018-05-18 08:05:00,3
2018-05-18 13:30:00,3
2018-05-18 13:35:00,3
2018-05-18 13:40:00,3
2018-05-18 14:00:00,3
2018-05-18 14:05:00,3
2018-05-18 14:15:00,3
2018-05-18 18:20:00,3
2018-05-19 13:40:00,0
2018-05-19 13:45:00,1
2018-05-19 13:50:00,1
2018-05-19 13:55:00,2
2018-05-19 14:00:00,2
2018-05-19 14:05:00,2
2018-05-20 07:35:00,2
2018-05-20 07:40:00,2
2018-05-20 07:45:00,2
2018-05-20 07:50:00,2
2018-05-20 07:55:00,2
2018-05-20 08:00:00,2
2018-05-20 08:15:00,2
2018-05-20 08:25:00,2
2018-05-20 08:35:00,2
2018-05-20 08:50:00,2
2018-05-20 09:00:00,2
2018-05-20 09:10:00,2
2018-05-20 12:30:00,3
2018-05-20 13:35:00,2
2018-05-20 13:40:00,2
2018-05-20 13:45:00,2
2018-05-20 13:50:00,2
2018-05-20 13:55:00,2
2018-05-20 14:00:00,2
2018-05-20 14:05:00,2
2018-05-20 14:10:00,2
2018-05-20 14:15:00,2
2018-05-20 14:55:00,2
2018-05-20 15:50:00,2
2018-05-20 17:05:00,3
2018-05-20 18:00:00,3
2018-05-20 18:15:00,3
2018-05-21 02:30:00,3
2018-05-21 02:35:00,3
2018-05-21 04:00:00,2
2018-05-21 04:20:00,2
2018-05-21 13:30:00,2
2018-05-21 14:45:00,2
2018-05-21 15:30:00,2
2018-05-21 15:45:00,2
2018-05-21 16:00:00,2
2018-05-21 16:25:00,2
2018-05-22 00:20:00,0
2018-05-22 00:25:00,0
2018-05-22 00:30:00,0
2018-05-22 00:35:00,0
2018-05-22 00:40:00,0
2018-05-22 00:50:00,0
2018-05-22 00:55:00,1
2018-05-22 01:00:00,1
2018-05-22 01:05:00,2
2018-05-22 01:20:00,2
2018-05-23 21:25:00,1
2018-05-23 21:45:00,1
2018-05-23 22:35:00,1
2018-05-23 22:40:00,2
2018-05-23 22:45:00,1
2018-05-23 22:50:00,2
2018-05-23 22:55:00,2
2018-05-23 23:10:00,2
2018-05-23 23:20:00,2
2018-05-23 23:30:00,2
2018-05-23 23:35:00,2
2018-05-23 23:40:00,2
2018-05-24 03:00:00,2
2018-05-24 04:25:00,1
2018-05-24 16:50:00,3
2018-05-25 05:55:00,2
2018-05-25 06:00:00,1
2018-05-25 06:05:00,1
2018-05-25 06:10:00,2
2018-05-25 06:15:00,2
2018-05-25 10:40:00,2
2018-05-25 10:45:00,1
2018-05-25 14:30:00,3
2018-05-25 22:05:00,3
2018-05-26 07:25:00,3
2018-05-26 08:45:00,3
2018-05-26 20:30:00,3
2018-05-26 20:55:00,3
2018-05-26 21:15:00,3
2018-05-26 21:20:00,3
2018-05-26 22:25:00,3
2018-05-26 23:00:00,3
2018-05-28 04:00:00,3
2018-05-28 07:40:00,3
2018-05-29 00:20:00,2
2018-05-29 00:35:00,2
2018-05-29 00:40:00,2
2018-05-29 00:45:00,2
2018-05-29 00:50:00,2
2018-05-29 10:45:00,3
2018-05-29 16:50:00,3
2018-05-30 03:45:00,3
2018-05-30 08:05:00,3
2018-05-30 10:10:00,3
2018-05-30 10:30:00,3
2018-05-30 11:00:00,3
2018-05-30 11:20:00,3
2018-05-30 11:50:00,3
2018-05-30 12:00:00,3
2018-05-30 13:05:00,3
2018-05-30 13:15:00,3
2018-05-30 13:25:00,3
2018-05-30 13:40:00,3
2018-05-30 14:20:00,3
2018-05-30 14:35:00,3
2018-05-30 14:40:00,3
2018-05-30 14:45:00,3
2018-05-30 14:50:00,3
2018-05-31 02:30:00,3
2018-05-31 03:05:00,3
2018-05-31 03:15:00,3
2018-05-31 03:30:00,3
2018-05-31 03:55:00,3
2018-05-31 04:00:00,3
2018-05-31 04:05:00,3
2018-05-31 04:45:00,3
2018-05-31 05:00:00,3
2018-05-31 05:30:00,3
2018-05-31 06:00:00,3
2018-05-31 06:15:00,3
2018-05-31 07:35:00,3
2018-05-31 07:55:00,3
2018-05-31 08:05:00,3
2018-05-31 08:15:00,3
2018-05-31 08:20:00,3
2018-05-31 08:35:00,3
2018-05-31 08:45:00,3
2018-05-31 08:50:00,3
2018-05-31 09:40:00,3
2018-05-31 10:00:00,3
2018-05-31 13:40:00,3
2018-05-31 13:45:00,3
2018-05-31 13:55:00,2
2018-05-31 14:00:00,3
2018-05-31 14:05:00,3
2018-05-31 15:10:00,3
2018-05-31 15:25:00,3
2018-05-31 18:15:00,3
2018-05-31 19:10:00,2
2018-06-01 02:15:00,1
2018-06-01 02:20:00,1
2018-06-01 02:25:00,1
2018-06-01 02:30:00,1
2018-06-01 02:35:00,1
2018-06-01 02:40:00,1
2018-06-01 06:45:00,2
2018-06-01 06:50:00,3
2018-06-01 06:55:00,3
2018-06-02 06:40:00,3
2018-06-02 06:45:00,3
2018-06-02 06:50:00,3
2018-06-02 06:55:00,3
2018-06-02 07:05:00,3
2018-06-02 09:50:00,3
2018-06-02 10:00:00,3
2018-06-02 10:05:00,3
2018-06-02 10:10:00,3
2018-06-02 11:35:00,3
2018-06-02 16:25:00,3
2018-06-04 15:55:00,3
2018-06-04 16:40:00,3
2018-06-04 19:35:00,3
2018-06-04 19:40:00,3
2018-06-04 21:45:00,3
2018-06-05 01:20:00,3
2018-06-05 02:20:00,3
2018-06-05 04:15:00,3
2018-06-05 10:30:00,2
2018-06-05 11:35:00,0
2018-06-05 11:40:00,0
2018-06-05 11:45:00,0
2018-06-07 05:15:00,1
2018-06-07 05:25:00,1
2018-06-07 05:30:00,1
2018-06-07 05:35:00,1
2018-06-07 05:40:00,1
2018-06-07 05:45:00,2
2018-06-07 05:50:00,0
2018-06-07 06:10:00,0
2018-06-07 06:20:00,0
2018-06-07 06:35:00,2
2018-06-07 06:40:00,2
2018-06-07 07:15:00,2
2018-06-07 07:20:00,2
2018-06-07 07:25:00,2
2018-06-07 08:05:00,1
2018-06-07 08:10:00,2
2018-06-07 08:15:00,0
2018-06-07 08:20:00,1
2018-06-07 08:25:00,2
2018-06-07 15:35:00,3
2018-06-08 16:15:00,3
2018-06-09 20:35:00,3
2018-06-09 20:55:00,3
2018-06-09 22:50:00,3
2018-06-09 22:55:00,3
2018-06-09 23:00:00,2
2018-06-09 23:10:00,3
2018-06-10 03:40:00,1
2018-06-10 04:05:00,1
2018-06-10 04:10:00,1
2018-06-10 09:35:00,3
2018-06-10 14:15:00,3
2018-06-10 14:35:00,3
2018-06-10 14:40:00,3
2018-06-10 15:05:00,3
2018-06-10 15:10:00,3
2018-06-10 15:55:00,3
2018-06-10 19:15:00,3
2018-06-10 21:05:00,3
2018-06-10 21:10:00,3
2018-06-11 03:35:00,3
2018-06-11 04:00:00,3
2018-06-11 04:05:00,3
2018-06-11 05:35:00,3
2018-06-11 12:50:00,3
2018-06-11 13:10:00,3
2018-06-11 14:15:00,3
2018-06-11 14:35:00,3
2018-06-11 17:10:00,3
2018-06-11 17:25:00,3
2018-06-11 18:45:00,3
2018-06-11 19:00:00,3
2018-06-11 20:05:00,3
2018-06-11 23:35:00,3
